Symbol,NSE Symbol,Company Name,ISIN,SERIES
SIYSIL.NS,SIYSIL,Siyaram Silk Mills Limited,INE076B01028,EQ
SJS.NS,SJS,S.J.S. Enterprises Limited,INE284S01014,EQ
SJVN.NS,SJVN,SJVN Limited,INE002L01015,EQ
SKFINDIA.NS,SKFINDIA,SKF India Limited,INE640A01023,EQ
SKFINDUS.NS,SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,EQ
SKIPPER.NS,SKIPPER,Skipper Limited,INE439E01022,EQ
SKMEGGPROD.NS,SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023,EQ
SKYGOLD.NS,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,EQ
SMARTWORKS.NS,SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,EQ
SMCGLOBAL.NS,SMCGLOBAL,SMC Global Securities Limited,INE103C01036,EQ
SMLMAH.NS,SMLMAH,SML Mahindra Limited,INE294B01019,EQ
SMLT.NS,SMLT,Sarthak Metals Limited,INE017W01010,EQ
SMSPHARMA.NS,SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,EQ
SNOWMAN.NS,SNOWMAN,Snowman Logistics Limited,INE734N01019,EQ
SOBHA.NS,SOBHA,Sobha Limited,INE671H01015,EQ
SOLARA.NS,SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,EQ
SOLARINDS.NS,SOLARINDS,Solar Industries India Limited,INE343H01029,EQ
SOLARWORLD.NS,SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,EQ
SOLEX.NS,SOLEX,Solex Energy Limited,INE880Y01017,EQ
SOMANYCERA.NS,SOMANYCERA,Somany Ceramics Limited,INE355A01028,EQ
SOMATEX.NS,SOMATEX,Soma Textiles & Industries Limited,INE314C01013,EQ
SOMICONVEY.NS,SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,EQ
SONACOMS.NS,SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,EQ
SONAL.NS,SONAL,Sonal Mercantile Limited,INE321M01017,EQ
SONAMLTD.NS,SONAMLTD,SONAM LIMITED,INE00LM01029,EQ
SONATSOFTW.NS,SONATSOFTW,Sonata Software Limited,INE269A01021,EQ
SOTL.NS,SOTL,Savita Oil Technologies Limited,INE035D01020,EQ
SOUTHBANK.NS,SOUTHBANK,The South Indian Bank Limited,INE683A01023,EQ
SOUTHWEST.NS,SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,EQ
SPAL.NS,SPAL,S. P. Apparels Limited,INE212I01016,EQ
SPANDANA.NS,SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,EQ
SPARC.NS,SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,EQ
SPCENET.NS,SPCENET,Spacenet Enterprises India Limited,INE970N01027,EQ
SPECIALITY.NS,SPECIALITY,Speciality Restaurants Limited,INE247M01014,EQ
SPECTRUM.NS,SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,EQ
SPENCERS.NS,SPENCERS,Spencer's Retail Limited,INE020801028,EQ
SPIC.NS,SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,EQ
SPLIL.NS,SPLIL,SPL Industries Limited,INE978G01016,EQ
SPLPETRO.NS,SPLPETRO,Supreme Petrochem Limited,INE663A01033,EQ
SPMLINFRA.NS,SPMLINFRA,SPML Infra Limited,INE937A01023,EQ
SPORTKING.NS,SPORTKING,Sportking India Limited,INE885H01029,EQ
SRD.NS,SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,EQ
SREEL.NS,SREEL,Sreeleathers Limited,INE099F01013,EQ
SRF.NS,SRF,SRF Limited,INE647A01010,EQ
SRGHFL.NS,SRGHFL,SRG Housing Finance Limited,INE559N01010,EQ
SRHHYPOLTD.NS,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,EQ
SRM.NS,SRM,SRM Contractors Limited,INE0R6Z01013,EQ
SRTL.NS,SRTL,Shree Ram Twistex Limited,INE19GK01015,EQ
SSDL.NS,SSDL,Saraswati Saree Depot Limited,INE0PQ101010,EQ
SSWL.NS,SSWL,Steel Strips Wheels Limited,INE802C01033,EQ
STALLION.NS,STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,EQ
STANLEY.NS,STANLEY,Stanley Lifestyles Limited,INE01A001028,EQ
STAR.NS,STAR,Strides Pharma Science Limited,INE939A01011,EQ
STARCEMENT.NS,STARCEMENT,Star Cement Limited,INE460H01021,EQ
STARHEALTH.NS,STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,EQ
STARPAPER.NS,STARPAPER,Star Paper Mills Limited,INE733A01018,EQ
STARTECK.NS,STARTECK,Starteck Finance Limited,INE992I01013,EQ
STCINDIA.NS,STCINDIA,The State Trading Corporation of India Limited,INE655A01013,EQ
STEELCAS.NS,STEELCAS,Steelcast Limited,INE124E01038,EQ
STEELCITY.NS,STEELCITY,Steel City Securities Limited,INE395H01011,EQ
STEELXIND.NS,STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,EQ
STEL.NS,STEL,Stel Holdings Limited,INE577L01016,EQ
STOVEKRAFT.NS,STOVEKRAFT,Stove Kraft Limited,INE00IN01015,EQ
STUDDS.NS,STUDDS,Studds Accessories Limited,INE00Q601028,EQ
STYL.NS,STYL,Seshaasai Technologies Limited,INE04VU01023,EQ
STYLAMIND.NS,STYLAMIND,Stylam Industries Limited,INE239C01020,EQ
STYRENIX.NS,STYRENIX,Styrenix Performance Materials Limited,INE189B01011,EQ
SUBROS.NS,SUBROS,Subros Limited,INE287B01021,EQ
SUDARCOLOR.NS,SUDARCOLOR,Sudarshan Colorants India Limited,INE492A01029,EQ
SUDARSCHEM.NS,SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,EQ
SUDEEPPHRM.NS,SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,EQ
SUKHJITS.NS,SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,EQ
SULA.NS,SULA,Sula Vineyards Limited,INE142Q01026,EQ
SUMEETINDS.NS,SUMEETINDS,Sumeet Industries Limited,INE235C01036,EQ
SUMICHEM.NS,SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,EQ
SUMMITSEC.NS,SUMMITSEC,Summit Securities Limited,INE519C01017,EQ
SUNCLAY.NS,SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,EQ
SUNDARAM.NS,SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,EQ
SUNDARMFIN.NS,SUNDARMFIN,Sundaram Finance Limited,INE660A01013,EQ
SUNDRMFAST.NS,SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,EQ
SUNDROP.NS,SUNDROP,Sundrop Brands Limited,INE209A01019,EQ
SUNFLAG.NS,SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,EQ
SUNPHARMA.NS,SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,EQ
SUNTECK.NS,SUNTECK,Sunteck Realty Limited,INE805D01034,EQ
SUNTV.NS,SUNTV,Sun TV Network Limited,INE424H01027,EQ
SUPERHOUSE.NS,SUPERHOUSE,Superhouse Limited,INE712B01010,EQ
SUPRAJIT.NS,SUPRAJIT,Suprajit Engineering Limited,INE399C01030,EQ
SUPREME.NS,SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,EQ
SUPREMEIND.NS,SUPREMEIND,Supreme Industries Limited,INE195A01028,EQ
SUPREMEINF.NS,SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,EQ
SUPRIYA.NS,SUPRIYA,Supriya Lifescience Limited,INE07RO01027,EQ
SURAJEST.NS,SURAJEST,Suraj Estate Developers Limited,INE843S01025,EQ
SURAJLTD.NS,SURAJLTD,Suraj Limited,INE713C01016,EQ
SURAKSHA.NS,SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,EQ
SURANASOL.NS,SURANASOL,Surana Solar Limited,INE272L01022,EQ
SURANAT&P.NS,SURANAT&P,Surana Telecom and Power Limited,INE130B01031,EQ
SURYALA.NS,SURYALA,Suryalata Spinning Mills Limited,INE132C01027,EQ
SURYALAXMI.NS,SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,EQ
SURYAROSNI.NS,SURYAROSNI,Surya Roshni Limited,INE335A01020,EQ
SURYODAY.NS,SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,EQ
SUVEN.NS,SUVEN,Suven Life Sciences Limited,INE495B01038,EQ
SUVIDHAA.NS,SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,EQ
SUYOG.NS,SUYOG,Suyog Telematics Limited,INE442P01014,EQ
SUZLON.NS,SUZLON,Suzlon Energy Limited,INE040H01021,EQ
SWANCORP.NS,SWANCORP,SWAN CORP LIMITED,INE665A01038,EQ
SWARAJENG.NS,SWARAJENG,Swaraj Engines Limited,INE277A01016,EQ
SWELECTES.NS,SWELECTES,Swelect Energy Systems Limited,INE409B01013,EQ
SWIGGY.NS,SWIGGY,Swiggy Limited,INE00H001014,EQ
SWSOLAR.NS,SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,EQ
SYMPHONY.NS,SYMPHONY,Symphony Limited,INE225D01027,EQ
SYNCOMF.NS,SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,EQ
SYNGENE.NS,SYNGENE,Syngene International Limited,INE398R01022,EQ
SYRMA.NS,SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,EQ
TAALTECH.NS,TAALTECH,Taal Tech Limited,INE524T01011,EQ
TAINWALCHM.NS,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,EQ
TAJGVK.NS,TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,EQ
TALBROAUTO.NS,TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,EQ
TANLA.NS,TANLA,Tanla Platforms Limited,INE483C01032,EQ
TARACHAND.NS,TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,EQ
TARAPUR.NS,TARAPUR,Tarapur Transformers Limited,INE747K01017,EQ
TARC.NS,TARC,TARC Limited,INE0EK901012,EQ
TARIL.NS,TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,EQ
TARMAT.NS,TARMAT,Tarmat Limited,INE924H01018,EQ
TARSONS.NS,TARSONS,Tarsons Products Limited,INE144Z01023,EQ
TASTYBITE.NS,TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,EQ
TATACAP.NS,TATACAP,Tata Capital Limited,INE976I01016,EQ
TATACHEM.NS,TATACHEM,Tata Chemicals Limited,INE092A01019,EQ
TATACOMM.NS,TATACOMM,Tata Communications Limited,INE151A01013,EQ
TATACONSUM.NS,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,EQ
TATAELXSI.NS,TATAELXSI,Tata Elxsi Limited,INE670A01012,EQ
TATAINVEST.NS,TATAINVEST,Tata Investment Corporation Limited,INE672A01026,EQ
TATAPOWER.NS,TATAPOWER,Tata Power Company Limited,INE245A01021,EQ
TATASTEEL.NS,TATASTEEL,Tata Steel Limited,INE081A01020,EQ
TATATECH.NS,TATATECH,Tata Technologies Limited,INE142M01025,EQ
TATVA.NS,TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011,EQ
TBOTEK.NS,TBOTEK,TBO Tek Limited,INE673O01025,EQ
TBZ.NS,TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018,EQ
TCC.NS,TCC,TCC Concept Limited,INE887D01016,EQ
TCI.NS,TCI,Transport Corporation of India Limited,INE688A01022,EQ
TCIEXP.NS,TCIEXP,TCI Express Limited,INE586V01016,EQ
TCPLPACK.NS,TCPLPACK,TCPL Packaging Limited,INE822C01015,EQ
TCS.NS,TCS,Tata Consultancy Services Limited,INE467B01029,EQ
TDPOWERSYS.NS,TDPOWERSYS,TD Power Systems Limited,INE419M01027,EQ
TEAMGTY.NS,TEAMGTY,Team India Guaranty Limited,INE289C01025,EQ
TEAMLEASE.NS,TEAMLEASE,Teamlease Services Limited,INE985S01024,EQ
TECHM.NS,TECHM,Tech Mahindra Limited,INE669C01036,EQ
TECHNOE.NS,TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,EQ
TECHNVISN.NS,TECHNVISN,TechNVision Ventures Limited,INE314H01012,EQ
TECILCHEM.NS,TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,EQ
TEGA.NS,TEGA,Tega Industries Limited,INE011K01018,EQ
TEJASNET.NS,TEJASNET,Tejas Networks Limited,INE010J01012,EQ
TEMBO.NS,TEMBO,Tembo Global Industries Limited,INE869Y01010,EQ
TENNIND.NS,TENNIND,Tenneco Clean Air India Limited,INE19RI01016,EQ
TERASOFT.NS,TERASOFT,Tera Software Limited,INE482B01010,EQ
TEXINFRA.NS,TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,EQ
TEXMOPIPES.NS,TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,EQ
TEXRAIL.NS,TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,EQ
TFCILTD.NS,TFCILTD,Tourism Finance Corporation of India Limited,INE305A01023,EQ
TFL.NS,TFL,Transwarranty Finance Limited,INE804H01012,EQ
TGBHOTELS.NS,TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,EQ
THAKDEV.NS,THAKDEV,Thakkers Developers Limited,INE403F01017,EQ
THANGAMAYL.NS,THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,EQ
THEINVEST.NS,THEINVEST,The Investment Trust Of India Limited,INE924D01017,EQ
THEJO.NS,THEJO,Thejo Engineering Limited,INE121N01019,EQ
THELEELA.NS,THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,EQ
THEMISMED.NS,THEMISMED,Themis Medicare Limited,INE083B01024,EQ
THERMAX.NS,THERMAX,Thermax Limited,INE152A01029,EQ
THOMASCOOK.NS,THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,EQ
THOMASCOTT.NS,THOMASCOTT,Thomas Scott (India) Limited,INE480M01011,EQ
THYROCARE.NS,THYROCARE,Thyrocare Technologies Limited,INE594H01019,EQ
TI.NS,TI,Tilaknagar Industries Limited,INE133E01013,EQ
TICL.NS,TICL,Twamev Construction and Infrastructure Limited,INE388G01026,EQ
TIIL.NS,TIIL,Technocraft Industries (India) Limited,INE545H01011,EQ
TIINDIA.NS,TIINDIA,Tube Investments of India Limited,INE974X01010,EQ
TIJARIA.NS,TIJARIA,Tijaria Polypipes Limited,INE440L01017,EQ
TIL.NS,TIL,TIL Limited,INE806C01018,EQ
TIMETECHNO.NS,TIMETECHNO,Time Technoplast Limited,INE508G01029,EQ
TIMEX.NS,TIMEX,Timex Group India Limited,INE064A01026,EQ
TIMKEN.NS,TIMKEN,Timken India Limited,INE325A01013,EQ
TINNARUBR.NS,TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016,EQ
TIPSFILMS.NS,TIPSFILMS,Tips Films Limited,INE0LQS01015,EQ
TIPSMUSIC.NS,TIPSMUSIC,Tips Music Limited,INE716B01029,EQ
TIRUMALCHM.NS,TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,EQ
TIRUPATIFL.NS,TIRUPATIFL,Tirupati Forge Limited,INE319Y01024,EQ
TITAGARH.NS,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,EQ
TITAN.NS,TITAN,Titan Company Limited,INE280A01028,EQ
TMB.NS,TMB,Tamilnad Mercantile Bank Limited,INE668A01016,EQ
TMCV.NS,TMCV,Tata Motors Limited,INE1TAE01010,EQ
TMPV.NS,TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022,EQ
TNPETRO.NS,TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,EQ
TNPL.NS,TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,EQ
TNTELE.NS,TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,EQ
TOLINS.NS,TOLINS,Tolins Tyres Limited,INE0RWQ01014,EQ
TORNTPHARM.NS,TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,EQ
TORNTPOWER.NS,TORNTPOWER,Torrent Power Limited,INE813H01021,EQ
TOTAL.NS,TOTAL,Total Transport Systems Limited,INE336X01012,EQ
TOUCHWOOD.NS,TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013,EQ
TPHQ.NS,TPHQ,Teamo Productions HQ Limited,INE065J01024,EQ
TPLPLASTEH.NS,TPLPLASTEH,TPL Plastech Limited,INE413G01022,EQ
TRACXN.NS,TRACXN,Tracxn Technologies Limited,INE0HMF01019,EQ
TRANSPEK.NS,TRANSPEK,Transpek Industry Limited,INE687A01016,EQ
TRANSRAILL.NS,TRANSRAILL,Transrail Lighting Limited,INE454P01035,EQ
TRAVELFOOD.NS,TRAVELFOOD,Travel Food Services Limited,INE103V01028,EQ
TREEHOUSE.NS,TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013,EQ
TREJHARA.NS,TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,EQ
TREL.NS,TREL,Transindia Real Estate Limited,INE0O3901029,EQ
TRENT.NS,TRENT,Trent Limited,INE849A01020,EQ
TRF.NS,TRF,TRF Limited,INE391D01019,EQ
TRIDENT.NS,TRIDENT,Trident Limited,INE064C01022,EQ
TRIGYN.NS,TRIGYN,Trigyn Technologies Limited,INE948A01012,EQ
TRITURBINE.NS,TRITURBINE,Triveni Turbine Limited,INE152M01016,EQ
TRIVENI.NS,TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,EQ
TRU.NS,TRU,TruCap Finance Limited,INE615R01029,EQ
TRUALT.NS,TRUALT,TruAlt Bioenergy Limited,INE0MWH01014,EQ
TSFINV.NS,TSFINV,TSF INVESTMENTS LIMITED,INE202Z01029,EQ
TTKHLTCARE.NS,TTKHLTCARE,TTK Healthcare Limited,INE910C01018,EQ
TTKPRESTIG.NS,TTKPRESTIG,TTK Prestige Limited,INE690A01028,EQ
TTL.NS,TTL,T T Limited,INE592B01024,EQ
TTML.NS,TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,EQ
TURTLEMINT.NS,TURTLEMINT,Turtlemint Fintech Solutions Limited,INE0OC301013,EQ
TVSELECT.NS,TVSELECT,TVS Electronics Limited,INE236G01019,EQ
TVSHLTD.NS,TVSHLTD,TVS Holdings Limited,INE105A01035,EQ
TVSMOTOR.NS,TVSMOTOR,TVS Motor Company Limited,INE494B01023,EQ
TVSSCS.NS,TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,EQ
TVSSRICHAK.NS,TVSSRICHAK,TVS Srichakra Limited,INE421C01016,EQ
TVTODAY.NS,TVTODAY,TV Today Network Limited,INE038F01029,EQ
TVVISION.NS,TVVISION,TV Vision Limited,INE871L01013,EQ
UBL.NS,UBL,United Breweries Limited,INE686F01025,EQ
UCAL.NS,UCAL,UCAL LIMITED,INE139B01016,EQ
UCOBANK.NS,UCOBANK,UCO Bank,INE691A01018,EQ
UDS.NS,UDS,Updater Services Limited,INE851I01011,EQ
UEL.NS,UEL,Ujaas Energy Limited,INE899L01030,EQ
UFBL.NS,UFBL,United Foodbrands Limited,INE382M01027,EQ
UFLEX.NS,UFLEX,UFLEX Limited,INE516A01017,EQ
UFO.NS,UFO,UFO Moviez India Limited,INE527H01019,EQ
UGARSUGAR.NS,UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023,EQ
UGROCAP.NS,UGROCAP,Ugro Capital Limited,INE583D01011,EQ
UJJIVANSFB.NS,UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,EQ
ULTRACEMCO.NS,ULTRACEMCO,UltraTech Cement Limited,INE481G01011,EQ
ULTRAMAR.NS,ULTRAMAR,Ultramarine & Pigments Limited,INE405A01021,EQ
UMESLTD.NS,UMESLTD,Usha Martin Education & Solutions Limited,INE240C01028,EQ
UMIYA-MRO.NS,UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,EQ
UNICHEMLAB.NS,UNICHEMLAB,Unichem Laboratories Limited,INE351A01035,EQ
UNIECOM.NS,UNIECOM,Unicommerce Esolutions Limited,INE00U401027,EQ
UNIENTER.NS,UNIENTER,Uniphos Enterprises Limited,INE037A01022,EQ
UNIMECH.NS,UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,EQ
UNIONBANK.NS,UNIONBANK,Union Bank of India,INE692A01016,EQ
UNIPARTS.NS,UNIPARTS,Uniparts India Limited,INE244O01017,EQ
UNITDSPR.NS,UNITDSPR,United Spirits Limited,INE854D01024,EQ
UNITECH.NS,UNITECH,Unitech Limited,INE694A01020,EQ
UNITEDTEA.NS,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011,EQ
UNIVCABLES.NS,UNIVCABLES,Universal Cables Limited,INE279A01012,EQ
UNOMINDA.NS,UNOMINDA,UNO Minda Limited,INE405E01023,EQ
UPL.NS,UPL,UPL Limited,INE628A01036,EQ
URBANCO.NS,URBANCO,Urban Company Limited,INE0CAZ01013,EQ
URJA.NS,URJA,Urja Global Limited,INE550C01020,EQ
USHAMART.NS,USHAMART,Usha Martin Limited,INE228A01035,EQ
USK.NS,USK,Udayshivakumar Infra Limited,INE0N0Y01013,EQ
UTIAMC.NS,UTIAMC,UTI Asset Management Company Limited,INE094J01016,EQ
UTKARSHBNK.NS,UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,EQ
UTLSOLAR.NS,UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024,EQ
UTTAMSUGAR.NS,UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031,EQ
UYFINCORP.NS,UYFINCORP,U. Y. Fincorp Limited,INE152C01025,EQ
V2RETAIL.NS,V2RETAIL,V2 Retail Limited,INE945H01021,EQ
VADILALIND.NS,VADILALIND,Vadilal Industries Limited,INE694D01016,EQ
VAIBHAVGBL.NS,VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,EQ
VAKRANGEE.NS,VAKRANGEE,Vakrangee Limited,INE051B01021,EQ
VAML.NS,VAML,Vedanta Aluminium Metal Limited,INE1CDF01017,EQ
VARDMNPOLY.NS,VARDMNPOLY,Vardhman Polytex Limited,INE835A01029,EQ
VARROC.NS,VARROC,Varroc Engineering Limited,INE665L01035,EQ
VASWANI.NS,VASWANI,Vaswani Industries Limited,INE590L01019,EQ
VBL.NS,VBL,Varun Beverages Limited,INE200M01039,EQ
VCL.NS,VCL,Vaxtex Cotfab Limited,INE098201036,EQ
VEDL.NS,VEDL,Vedanta Limited,INE205A01025,EQ
VEDPOWER.NS,VEDPOWER,Vedanta Power Limited,INE694L01019,EQ
VEEDOL.NS,VEEDOL,Veedol Corporation Limited,INE484C01030,EQ
VENKEYS.NS,VENKEYS,Venky's (India) Limited,INE398A01010,EQ
VENTIVE.NS,VENTIVE,Ventive Hospitality Limited,INE781S01027,EQ
VENUSPIPES.NS,VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,EQ
VERANDA.NS,VERANDA,Veranda Learning Solutions Limited,INE0IQ001011,EQ
VESUVIUS.NS,VESUVIUS,Vesuvius India Limited,INE386A01023,EQ
VGL.NS,VGL,VARVEE GLOBAL LIMITED,INE273D01027,EQ
VGUARD.NS,VGUARD,V-Guard Industries Limited,INE951I01027,EQ
VHL.NS,VHL,Vardhman Holdings Limited,INE701A01023,EQ
VIDHIING.NS,VIDHIING,Vidhi Specialty Food Ingredients Limited,INE632C01026,EQ
VIDYAWIRES.NS,VIDYAWIRES,Vidya Wires Limited,INE14UN01029,EQ
VIJAYA.NS,VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,EQ
VIKASECO.NS,VIKASECO,Vikas EcoTech Limited,INE806A01020,EQ
VIKASLIFE.NS,VIKASLIFE,Vikas Lifecare Limited,INE161L01027,EQ
VIKRAMSOLR.NS,VIKRAMSOLR,Vikram Solar Limited,INE078V01014,EQ
VIKRAN.NS,VIKRAN,Vikran Engineering Limited,INE01R501028,EQ
VIMTALABS.NS,VIMTALABS,Vimta Labs Limited,INE579C01029,EQ
VINATIORGA.NS,VINATIORGA,Vinati Organics Limited,INE410B01037,EQ
VINCOFE.NS,VINCOFE,Vintage Coffee And Beverages Limited,INE498Q01014,EQ
VINDHYATEL.NS,VINDHYATEL,Vindhya Telelinks Limited,INE707A01012,EQ
VINNY.NS,VINNY,Vinny Overseas Limited,INE01KI01027,EQ
VINYLINDIA.NS,VINYLINDIA,Vinyl Chemicals (India) Limited,INE250B01029,EQ
VIPIND.NS,VIPIND,VIP Industries Limited,INE054A01027,EQ
VIRINCHI.NS,VIRINCHI,Virinchi Limited,INE539B01017,EQ
VISAKAIND.NS,VISAKAIND,Visaka Industries Limited,INE392A01021,EQ
VISHNU.NS,VISHNU,Vishnu Chemicals Limited,INE270I01022,EQ
VISHWARAJ.NS,VISHWARAJ,Vishwaraj Sugar Industries Limited,INE430N01022,EQ
VISL.NS,VISL,Vedanta Iron and Steel Limited,INE1CLE01013,EQ
VIVIDHA.NS,VIVIDHA,Visagar Polytex Limited,INE370E01029,EQ
VIYASH.NS,VIYASH,Viyash Scientific Limited,INE807F01027,EQ
VLSFINANCE.NS,VLSFINANCE,VLS Finance Limited,INE709A01018,EQ
VMART.NS,VMART,V-Mart Retail Limited,INE665J01013,EQ
VMM.NS,VMM,Vishal Mega Mart Limited,INE01EA01019,EQ
VOEPL.NS,VOEPL,Virtuoso Optoelectronics Limited,INE0I0T01010,EQ
VOGL.NS,VOGL,Vedanta Oil and Gas Limited,INE704J01044,EQ
VOLTAMP.NS,VOLTAMP,Voltamp Transformers Limited,INE540H01012,EQ
VOLTAS.NS,VOLTAS,Voltas Limited,INE226A01021,EQ
VRAJ.NS,VRAJ,Vraj Iron and Steel Limited,INE0S2V01010,EQ
VRLLOG.NS,VRLLOG,VRL Logistics Limited,INE366I01010,EQ
VSSL.NS,VSSL,Vardhman Special Steels Limited,INE050M01012,EQ
VSTIND.NS,VSTIND,VST Industries Limited,INE710A01016,EQ
VSTL.NS,VSTL,Vibhor Steel Tubes Limited,INE0QTF01015,EQ
VSTTILLERS.NS,VSTTILLERS,V.S.T Tillers Tractors Limited,INE764D01017,EQ
VTL.NS,VTL,Vardhman Textiles Limited,INE825A01020,EQ
WAAREEENER.NS,WAAREEENER,Waaree Energies Limited,INE377N01017,EQ
WAAREEINDO.NS,WAAREEINDO,Indosolar Limited,INE866K01023,EQ
WAAREERTL.NS,WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,EQ
WABAG.NS,WABAG,VA Tech Wabag Limited,INE956G01038,EQ
WAKEFIT.NS,WAKEFIT,Wakefit Innovations Limited,INE0E7301029,EQ
WALCHANNAG.NS,WALCHANNAG,Walchandnagar Industries Limited,INE711A01022,EQ
WANBURY.NS,WANBURY,Wanbury Limited,INE107F01022,EQ
WCIL.NS,WCIL,Western Carriers (India) Limited,INE0CJF01024,EQ
WEALTH.NS,WEALTH,Wealth First Portfolio Managers Limited,INE658T01017,EQ
WEBELSOLAR.NS,WEBELSOLAR,Websol Energy System Limited,INE855C01023,EQ
WEIZMANIND.NS,WEIZMANIND,Weizmann Limited,INE080A01014,EQ
WEL.NS,WEL,Wonder Electricals Limited,INE02WG01024,EQ
WELCORP.NS,WELCORP,Welspun Corp Limited,INE191B01025,EQ
WELENT.NS,WELENT,Welspun Enterprises Limited,INE625G01013,EQ
WELSPLSOL.NS,WELSPLSOL,Welspun Specialty Solutions Limited,INE731F01037,EQ
WELSPUNLIV.NS,WELSPUNLIV,Welspun Living Limited,INE192B01031,EQ
WENDT.NS,WENDT,Wendt (India) Limited,INE274C01019,EQ
