Symbol,NSE Symbol,Company Name,ISIN,SERIES
GODREJAGRO.NS,GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ
GODREJCP.NS,GODREJCP,Godrej Consumer Products Limited,INE102D01028,EQ
GODREJIND.NS,GODREJIND,Godrej Industries Limited,INE233A01035,EQ
GODREJPROP.NS,GODREJPROP,Godrej Properties Limited,INE484J01027,EQ
GOKEX.NS,GOKEX,Gokaldas Exports Limited,INE887G01027,EQ
GOKUL.NS,GOKUL,Gokul Refoils and Solvent Limited,INE020J01029,EQ
GOKULAGRO.NS,GOKULAGRO,Gokul Agro Resources Limited,INE314T01033,EQ
GOLDIAM.NS,GOLDIAM,Goldiam International Limited,INE025B01025,EQ
GOODLUCK.NS,GOODLUCK,Goodluck India Limited,INE127I01024,EQ
GOODYEAR.NS,GOODYEAR,Goodyear India Limited,INE533A01012,EQ
GOPAL.NS,GOPAL,Gopal Snacks Limited,INE0L9R01028,EQ
GOYALALUM.NS,GOYALALUM,Goyal Aluminiums Limited,INE705X01026,EQ
GPIL.NS,GPIL,Godawari Power And Ispat limited,INE177H01039,EQ
GPPL.NS,GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ
GPTHEALTH.NS,GPTHEALTH,GPT Healthcare Limited,INE486R01017,EQ
GPTINFRA.NS,GPTINFRA,GPT Infraprojects Limited,INE390G01014,EQ
GRANDOAK.NS,GRANDOAK,Grand Oak Canyons Distillery Limited,INE926B01016,EQ
GRANULES.NS,GRANULES,Granules India Limited,INE101D01020,EQ
GRAPHITE.NS,GRAPHITE,Graphite India Limited,INE371A01025,EQ
GRASIM.NS,GRASIM,Grasim Industries Limited,INE047A01021,EQ
GRAUWEIL.NS,GRAUWEIL,Grauer & Weil India Limited,INE266D01021,EQ
GRAVISSHO.NS,GRAVISSHO,Graviss Hospitality Limited,INE214F01026,EQ
GRAVITA.NS,GRAVITA,Gravita India Limited,INE024L01027,EQ
GREAVESCOT.NS,GREAVESCOT,Greaves Cotton Limited,INE224A01026,EQ
GREENLAM.NS,GREENLAM,Greenlam Industries Limited,INE544R01021,EQ
GREENPANEL.NS,GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,EQ
GREENPLY.NS,GREENPLY,Greenply Industries Limited,INE461C01038,EQ
GREENPOWER.NS,GREENPOWER,Orient Green Power Company Limited,INE999K01014,EQ
GRINDWELL.NS,GRINDWELL,Grindwell Norton Limited,INE536A01023,EQ
GRINFRA.NS,GRINFRA,G R Infraprojects Limited,INE201P01022,EQ
GRMOVER.NS,GRMOVER,GRM Overseas Limited,INE192H01020,EQ
GROBTEA.NS,GROBTEA,The Grob Tea Company Limited,INE646C01018,EQ
GROWW.NS,GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,EQ
GRPLTD.NS,GRPLTD,GRP Limited,INE137I01015,EQ
GRSE.NS,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,EQ
GRWRHITECH.NS,GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,EQ
GSFC.NS,GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,EQ
GSLSU.NS,GSLSU,Global Surfaces Limited,INE0JSX01015,EQ
GSPCROP.NS,GSPCROP,GSP Crop Science Limited,INE713R01022,EQ
GTL.NS,GTL,GTL Limited,INE043A01012,EQ
GTLINFRA.NS,GTLINFRA,GTL Infrastructure Limited,INE221H01019,EQ
GTPL.NS,GTPL,GTPL Hathway Limited,INE869I01013,EQ
GUFICBIO.NS,GUFICBIO,Gufic Biosciences Limited,INE742B01025,EQ
GUJALKALI.NS,GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,EQ
GUJAPOLLO.NS,GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,EQ
GUJENERGY.NS,GUJENERGY,GUJARAT ENERGY LIMITED,INE844O01030,EQ
GUJRAFFIA.NS,GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,EQ
GUJTHEM.NS,GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,EQ
GULFOILLUB.NS,GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ
GULPOLY.NS,GULPOLY,Gulshan Polyols Limited,INE255D01024,EQ
GVPIL.NS,GVPIL,GE Power India Limited,INE878A01011,EQ
GVPTECH.NS,GVPTECH,GVP Infotech Limited,INE382T01030,EQ
GVT&D.NS,GVT&D,GE Vernova T&D India Limited,INE200A01026,EQ
GYFTR.NS,GYFTR,Gyftr Limited,INE724A01017,EQ
HAL.NS,HAL,Hindustan Aeronautics Limited,INE066F01020,EQ
HALDER.NS,HALDER,Halder Venture Limited,INE115S01010,EQ
HALEOSLABS.NS,HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,EQ
HAPPSTMNDS.NS,HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ
HAPPYFORGE.NS,HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ
HARDWYN.NS,HARDWYN,Hardwyn India Limited,INE626Z01029,EQ
HARIOMPIPE.NS,HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,EQ
HARRMALAYA.NS,HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,EQ
HARSHA.NS,HARSHA,Harsha Engineers International Limited,INE0JUS01029,EQ
HATHWAY.NS,HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ
HATSUN.NS,HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ
HAVELLS.NS,HAVELLS,Havells India Limited,INE176B01034,EQ
HAVISHA.NS,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,EQ
HAWKINCOOK.NS,HAWKINCOOK,Hawkins Cookers Limited,INE979B01015,EQ
HBESD.NS,HBESD,HB Estate Developers Limited,INE640B01021,EQ
HBLENGINE.NS,HBLENGINE,HBL Engineering Limited,INE292B01021,EQ
HCC.NS,HCC,Hindustan Construction Company Limited,INE549A01026,EQ
HCG.NS,HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ
HCL-INSYS.NS,HCL-INSYS,HCL Infosystems Limited,INE236A01020,EQ
HCLTECH.NS,HCLTECH,HCL Technologies Limited,INE860A01027,EQ
HDBFS.NS,HDBFS,HDB Financial Services Limited,INE756I01012,EQ
HDFCAMC.NS,HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,EQ
HDFCBANK.NS,HDFCBANK,HDFC Bank Limited,INE040A01034,EQ
HDFCLIFE.NS,HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,EQ
HEADSUP.NS,HEADSUP,Heads UP Ventures Limited,INE759V01019,EQ
HEALTHX.NS,HEALTHX,Health X Platform Limited,INE019J01013,EQ
HECPROJECT.NS,HECPROJECT,HEC Infra Projects Limited,INE558R01013,EQ
HEG.NS,HEG,HEG Limited,INE545A01024,EQ
HEIDELBERG.NS,HEIDELBERG,HeidelbergCement India Limited,INE578A01017,EQ
HEMIPROP.NS,HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,EQ
HERANBA.NS,HERANBA,Heranba Industries Limited,INE694N01015,EQ
HERITGFOOD.NS,HERITGFOOD,Heritage Foods Limited,INE978A01027,EQ
HEROMOTOCO.NS,HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,EQ
HESTERBIO.NS,HESTERBIO,Hester Biosciences Limited,INE782E01017,EQ
HEXATRADEX.NS,HEXATRADEX,Hexa Tradex Limited,INE750M01017,EQ
HEXT.NS,HEXT,Hexaware Technologies Limited,INE093A01041,EQ
HFCL.NS,HFCL,HFCL Limited,INE548A01028,EQ
HGINFRA.NS,HGINFRA,H.G. Infra Engineering Limited,INE926X01010,EQ
HGM.NS,HGM,HandsOn Global Management (HGM) Limited,INE596H01014,EQ
HGS.NS,HGS,Hinduja Global Solutions Limited,INE170I01016,EQ
HIKAL.NS,HIKAL,Hikal Limited,INE475B01022,EQ
HIMATSEIDE.NS,HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,EQ
HINDALCO.NS,HINDALCO,Hindalco Industries Limited,INE038A01020,EQ
HINDCOMPOS.NS,HINDCOMPOS,Hindustan Composites Limited,INE310C01029,EQ
HINDCOPPER.NS,HINDCOPPER,Hindustan Copper Limited,INE531E01026,EQ
HINDOILEXP.NS,HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,EQ
HINDPETRO.NS,HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,EQ
HINDUNILVR.NS,HINDUNILVR,Hindustan Unilever Limited,INE030A01027,EQ
HINDWAREAP.NS,HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,EQ
HINDZINC.NS,HINDZINC,Hindustan Zinc Limited,INE267A01025,EQ
HIRECT.NS,HIRECT,Hind Rectifiers Limited,INE835D01023,EQ
HISARMETAL.NS,HISARMETAL,Hisar Metal Industries Limited,INE598C01011,EQ
HITECH.NS,HITECH,Hi-Tech Pipes Limited,INE106T01025,EQ
HLEGLAS.NS,HLEGLAS,HLE Glascoat Limited,INE461D01028,EQ
HLVLTD.NS,HLVLTD,HLV LIMITED,INE102A01024,EQ
HMAAGRO.NS,HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ
HMVL.NS,HMVL,Hindustan Media Ventures Limited,INE871K01015,EQ
HNDFDS.NS,HNDFDS,Hindustan Foods Limited,INE254N01026,EQ
HOMEFIRST.NS,HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ
HONASA.NS,HONASA,Honasa Consumer Limited,INE0J5401028,EQ
HONAUT.NS,HONAUT,Honeywell Automation India Limited,INE671A01010,EQ
HONDAPOWER.NS,HONDAPOWER,Honda India Power Products Limited,INE634A01018,EQ
HPAL.NS,HPAL,HP Adhesives Limited,INE0GSL01024,EQ
HPIL.NS,HPIL,Hindprakash Industries Limited,INE05X901010,EQ
HPL.NS,HPL,HPL Electric & Power Limited,INE495S01016,EQ
HSCL.NS,HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ
HTMEDIA.NS,HTMEDIA,HT Media Limited,INE501G01024,EQ
HUBTOWN.NS,HUBTOWN,Hubtown Limited,INE703H01016,EQ
HUDCO.NS,HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ
HUHTAMAKI.NS,HUHTAMAKI,Huhtamaki India Limited,INE275B01026,EQ
HYUNDAI.NS,HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,EQ
ICDSLTD.NS,ICDSLTD,ICDS Limited,INE613B01010,EQ
ICEMAKE.NS,ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,EQ
ICICIAMC.NS,ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,EQ
ICICIBANK.NS,ICICIBANK,ICICI Bank Limited,INE090A01021,EQ
ICICIGI.NS,ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ
ICICIPRULI.NS,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ
ICIL.NS,ICIL,Indo Count Industries Limited,INE483B01026,EQ
ICRA.NS,ICRA,ICRA Limited,INE725G01011,EQ
IDBI.NS,IDBI,IDBI Bank Limited,INE008A01015,EQ
IDEA.NS,IDEA,Vodafone Idea Limited,INE669E01016,EQ
IDFCFIRSTB.NS,IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,EQ
IEX.NS,IEX,Indian Energy Exchange Limited,INE022Q01020,EQ
IFBIND.NS,IFBIND,IFB Industries Limited,INE559A01017,EQ
IFCI.NS,IFCI,IFCI Limited,INE039A01010,EQ
IFGLEXPOR.NS,IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ
IGARASHI.NS,IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ
IGCL.NS,IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ
IGIL.NS,IGIL,International Gemological Institute Limited,INE0Q9301021,EQ
IGL.NS,IGL,Indraprastha Gas Limited,INE203G01027,EQ
IGPL.NS,IGPL,IG Petrochemicals Limited,INE204A01010,EQ
IIFL.NS,IIFL,IIFL Finance Limited,INE530B01024,EQ
IIFLCAPS.NS,IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ
IITL.NS,IITL,Industrial Investment Trust Limited,INE886A01014,EQ
IKIO.NS,IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ
IKS.NS,IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,EQ
IMAGICAA.NS,IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,EQ
IMFA.NS,IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ
IMPAL.NS,IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ
INA.NS,INA,Insolation Energy Limited,INE0LGX01024,EQ
INCREDIBLE.NS,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,EQ
INDBANK.NS,INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ
INDGN.NS,INDGN,Indegene Limited,INE065X01017,EQ
INDHOTEL.NS,INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ
INDIACEM.NS,INDIACEM,The India Cements Limited,INE383A01012,EQ
INDIAGLYCO.NS,INDIAGLYCO,India Glycols Limited,INE560A01023,EQ
INDIAMART.NS,INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ
INDIANB.NS,INDIANB,Indian Bank,INE562A01011,EQ
INDIANCARD.NS,INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ
INDIANHUME.NS,INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ
INDIASHLTR.NS,INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ
INDIGO.NS,INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ
INDIGOPNTS.NS,INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ
INDIQUBE.NS,INDIQUBE,Indiqube Spaces Limited,INE06ST01018,EQ
INDNIPPON.NS,INDNIPPON,India Nippon Electricals Limited,INE092B01025,EQ
INDOBORAX.NS,INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,EQ
INDOCO.NS,INDOCO,Indoco Remedies Limited,INE873D01024,EQ
INDOFARM.NS,INDOFARM,Indo Farm Equipment Limited,INE622H01018,EQ
INDORAMA.NS,INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,EQ
INDOSTAR.NS,INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ
INDOTHAI.NS,INDOTHAI,Indo Thai Securities Limited,INE337M01021,EQ
INDOUS.NS,INDOUS,Indo Us Biotech Limited,INE250Z01010,EQ
INDPRUD.NS,INDPRUD,Industrial & Prudential Investment Company Limited,INE620D01011,EQ
INDRAMEDCO.NS,INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ
INDSWFTLAB.NS,INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,EQ
INDTERRAIN.NS,INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ
INDUSINDBK.NS,INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ
INDUSTOWER.NS,INDUSTOWER,Indus Towers Limited,INE121J01017,EQ
INFOBEAN.NS,INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ
INFOMEDIA.NS,INFOMEDIA,Infomedia Press Limited,INE669A01022,EQ
INFY.NS,INFY,Infosys Limited,INE009A01021,EQ
INGERRAND.NS,INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ
INNOVACAP.NS,INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ
INNOVANA.NS,INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ
INNOVISION.NS,INNOVISION,Innovision Limited,INE0ADB01012,EQ
INOXGREEN.NS,INOXGREEN,Inox Green Energy Services Limited,INE510W01014,EQ
INOXINDIA.NS,INOXINDIA,INOX India Limited,INE616N01034,EQ
INOXWIND.NS,INOXWIND,Inox Wind Limited,INE066P01011,EQ
INSECTICID.NS,INSECTICID,Insecticides (India) Limited,INE070I01018,EQ
INTELLECT.NS,INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ
INTENTECH.NS,INTENTECH,Intense Technologies Limited,INE781A01025,EQ
INTERARCH.NS,INTERARCH,Interarch Building Solutions Limited,INE00M901018,EQ
INTLCONV.NS,INTLCONV,International Conveyors Limited,INE575C01027,EQ
INVENTURE.NS,INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ
INVPRECQ.NS,INVPRECQ,Investment & Precision Castings Limited,INE155E01016,EQ
IOB.NS,IOB,Indian Overseas Bank,INE565A01014,EQ
IOC.NS,IOC,Indian Oil Corporation Limited,INE242A01010,EQ
IOLCP.NS,IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ
IONEXCHANG.NS,IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ
IPCALAB.NS,IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ
IPL.NS,IPL,India Pesticides Limited,INE0D6701023,EQ
IRB.NS,IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ
IRCON.NS,IRCON,Ircon International Limited,INE962Y01021,EQ
IRCTC.NS,IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ
IREDA.NS,IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ
IRFC.NS,IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ
IRIS.NS,IRIS,IRIS RegTech Solutions Limited,INE864K01010,EQ
IRISDOREME.NS,IRISDOREME,Iris Clothings Limited,INE01GN01025,EQ
IRMENERGY.NS,IRMENERGY,IRM Energy Limited,INE07U701015,EQ
ISFT.NS,ISFT,Intrasoft Technologies Limited,INE566K01011,EQ
ISGEC.NS,ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ
ISHANCH.NS,ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ
ITC.NS,ITC,ITC Limited,INE154A01025,EQ
ITCHOTELS.NS,ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ
ITDC.NS,ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ
ITI.NS,ITI,ITI Limited,INE248A01017,EQ
IVALUE.NS,IVALUE,Ivalue Infosolutions Limited,INE056801025,EQ
IVC.NS,IVC,IL&FS Investment Managers Limited,INE050B01023,EQ
IWP.NS,IWP,The Indian Wood Products Company Limited,INE586E01020,EQ
IXIGO.NS,IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ
IZMO.NS,IZMO,IZMO Limited,INE848A01014,EQ
J&KBANK.NS,J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ
JAGRAN.NS,JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ
JAGSNPHARM.NS,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ
JAICORPLTD.NS,JAICORPLTD,Jai Corp Limited,INE070D01027,EQ
JAINREC.NS,JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ
JAIPURKURT.NS,JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ
JAMNAAUTO.NS,JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ
JARO.NS,JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,EQ
JASH.NS,JASH,Jash Engineering Limited,INE039O01029,EQ
JAYAGROGN.NS,JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ
JAYBARMARU.NS,JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ
JAYKAY.NS,JAYKAY,Jaykay Enterprises Limited,INE903A01025,EQ
JAYNECOIND.NS,JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ
JAYSREETEA.NS,JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ
JBMA.NS,JBMA,JBM Auto Limited,INE927D01051,EQ
JETFREIGHT.NS,JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ
JGCHEM.NS,JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ
JHS.NS,JHS,JHS Svendgaard Laboratories Limited,INE544H01014,EQ
JINDALPHOT.NS,JINDALPHOT,Jindal Photo Limited,INE796G01012,EQ
JINDALPOLY.NS,JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ
JINDALSAW.NS,JINDALSAW,Jindal Saw Limited,INE324A01032,EQ
JINDALSTEL.NS,JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,EQ
JINDRILL.NS,JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ
JINDWORLD.NS,JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ
JIOFIN.NS,JIOFIN,Jio Financial Services Limited,INE758E01017,EQ
JISLDVREQS.NS,JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ
JISLJALEQS.NS,JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ
JITFINFRA.NS,JITFINFRA,JITF Infralogistics Limited,INE863T01013,EQ
JKCEMENT.NS,JKCEMENT,JK Cement Limited,INE823G01014,EQ
JKIL.NS,JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ
JKLAKSHMI.NS,JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ
JKPAPER.NS,JKPAPER,JK Paper Limited,INE789E01012,EQ
JKTYRE.NS,JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ
JLHL.NS,JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,EQ
JMA.NS,JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ
JMFINANCIL.NS,JMFINANCIL,JM Financial Limited,INE780C01023,EQ
JNKINDIA.NS,JNKINDIA,JNK India Limited,INE0OAF01028,EQ
JPOLYINVST.NS,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ
JPPOWER.NS,JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ
JSFB.NS,JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ
JSL.NS,JSL,Jindal Stainless Limited,INE220G01021,EQ
JSLL.NS,JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,EQ
JSWCEMENT.NS,JSWCEMENT,JSW Cement Limited,INE718I01012,EQ
JSWDULUX.NS,JSWDULUX,JSW Dulux Limited,INE133A01011,EQ
JSWENERGY.NS,JSWENERGY,JSW Energy Limited,INE121E01018,EQ
JSWHL.NS,JSWHL,JSW Holdings Limited,INE824G01012,EQ
JSWINFRA.NS,JSWINFRA,JSW Infrastructure Limited,INE880J01026,EQ
JSWSTEEL.NS,JSWSTEEL,JSW Steel Limited,INE019A01038,EQ
JTEKTINDIA.NS,JTEKTINDIA,Jtekt India Limited,INE643A01035,EQ
JTLIND.NS,JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,EQ
JUBLCPL.NS,JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,EQ
JUBLFOOD.NS,JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ
JUBLINGREA.NS,JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,EQ
JUBLPHARMA.NS,JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,EQ
JUNIPER.NS,JUNIPER,Juniper Hotels Limited,INE696F01016,EQ
JUSTDIAL.NS,JUSTDIAL,Just Dial Limited,INE599M01018,EQ
JWL.NS,JWL,Jupiter Wagons Limited,INE209L01016,EQ
JYOTHYLAB.NS,JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ
JYOTICNC.NS,JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,EQ
JYOTISTRUC.NS,JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ
KABRAEXTRU.NS,KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,EQ
KAJARIACER.NS,KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ
KALAMANDIR.NS,KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,EQ
KALPATARU.NS,KALPATARU,Kalpataru Limited,INE227J01012,EQ
KALYANIFRG.NS,KALYANIFRG,Kalyani Forge Limited,INE314G01014,EQ
KALYANKJIL.NS,KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,EQ
KAMAHOLD.NS,KAMAHOLD,Kama Holdings Limited,INE411F01010,EQ
KAMATHOTEL.NS,KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ
KAMOPAINTS.NS,KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,EQ
KANANIIND.NS,KANANIIND,Kanani Industries Limited,INE879E01037,EQ
KANPRPLA.NS,KANPRPLA,Kanpur Plastipack Limited,INE694E01014,EQ
KANSAINER.NS,KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ
KAPSTON.NS,KAPSTON,Kapston Services Limited,INE542Z01028,EQ
KARMAENG.NS,KARMAENG,Karma Energy Limited,INE725L01011,EQ
KARURVYSYA.NS,KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ
KAVDEFENCE.NS,KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,INE641C01019,EQ
KAYA.NS,KAYA,Kaya Limited,INE587G01015,EQ
KAYNES.NS,KAYNES,Kaynes Technology India Limited,INE918Z01012,EQ
KCP.NS,KCP,KCP Limited,INE805C01028,EQ
KCPSUGIND.NS,KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,EQ
KDDL.NS,KDDL,KDDL Limited,INE291D01011,EQ
KEC.NS,KEC,KEC International Limited,INE389H01022,EQ
KEEPLEARN.NS,KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,EQ
KEI.NS,KEI,KEI Industries Limited,INE878B01027,EQ
KELLTONTEC.NS,KELLTONTEC,Kellton Tech Solutions Limited,INE164B01030,EQ
KENNAMET.NS,KENNAMET,Kennametal India Limited,INE717A01029,EQ
KERNEX.NS,KERNEX,Kernex Microsystems (India) Limited,INE202H01019,EQ
KEYFINSERV.NS,KEYFINSERV,Keynote Financial Services Limited,INE681C01015,EQ
KFINTECH.NS,KFINTECH,Kfin Technologies Limited,INE138Y01010,EQ
KHANDSE.NS,KHANDSE,Khandwala Securities Limited,INE060B01014,EQ
KICL.NS,KICL,Kalyani Investment Company Limited,INE029L01018,EQ
KIMS.NS,KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,EQ
KINGFA.NS,KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ
KIOCL.NS,KIOCL,KIOCL Limited,INE880L01014,EQ
KIRANVYPAR.NS,KIRANVYPAR,Kiran Vyapar Limited,INE555P01013,EQ
KIRIINDUS.NS,KIRIINDUS,Kiri Industries Limited,INE415I01015,EQ
KIRLFER.NS,KIRLFER,Kirloskar Ferrous Industries Limited,INE884B01025,EQ
KIRLOSBROS.NS,KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ
KIRLOSENG.NS,KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,EQ
KIRLOSIND.NS,KIRLOSIND,Kirloskar Industries Limited,INE250A01039,EQ
KIRLPNU.NS,KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,EQ
KISSHT.NS,KISSHT,OnEMI Technology Solutions Limited,INE12F801023,EQ
KITEX.NS,KITEX,Kitex Garments Limited,INE602G01020,EQ
KKCL.NS,KKCL,Kewal Kiran Clothing Limited,INE401H01017,EQ
KLBRENG-B.NS,KLBRENG-B,Kilburn Engineering Limited,INE338F01015,EQ
KMEW.NS,KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01029,EQ
KMSUGAR.NS,KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,EQ
KNACK.NS,KNACK,Knack Packaging Limited,INE17QZ01016,EQ
KNAGRI.NS,KNAGRI,KN Agri Resources Limited,INE0KNW01016,EQ
