symbol,error_type,reason,failed_at
ROLEXRINGS.NS,ScreenerDataError,Screener returned no historical P/E observations for ROLEXRINGS.NS,2026-08-24T03:16:38.566509+00:00
ROML.NS,ScreenerDataError,Screener returned no historical P/E observations for ROML.NS,2026-08-24T12:19:39.313400+00:00
RSL.NS,ScreenerDataError,Screener returned no historical P/E observations for RSL.NS,2026-08-24T11:58:07.581927+00:00
RUCHIRA.NS,ScreenerDataError,Screener returned no historical P/E observations for RUCHIRA.NS,2026-08-24T12:10:19.992692+00:00
SABEVENTS.NS,ScreenerDataError,Screener returned no historical P/E observations for SABEVENTS.NS,2026-08-24T12:24:29.603578+00:00
SAHLIBHFI.NS,ScreenerDataError,Screener returned no historical P/E observations for SAHLIBHFI.NS,2026-08-24T12:12:02.962275+00:00
SAHYADRI.NS,ScreenerDataError,Screener returned no historical P/E observations for SAHYADRI.NS,2026-08-24T12:10:23.956189+00:00
SAKHTISUG.NS,ScreenerDataError,Screener returned no historical P/E observations for SAKHTISUG.NS,2026-08-24T12:13:32.088351+00:00
SALONA.NS,ScreenerDataError,Screener returned no historical P/E observations for SALONA.NS,2026-08-24T12:16:12.437414+00:00
SANOFICONR.NS,ScreenerDataError,Screener returned no historical P/E observations for SANOFICONR.NS,2026-08-24T02:32:53.102088+00:00
SATIA.NS,ScreenerDataError,Screener returned no historical P/E observations for SATIA.NS,2026-08-24T12:04:47.645438+00:00
SBICARD.NS,ScreenerDataError,Screener returned no historical P/E observations for SBICARD.NS,2026-08-23T18:13:48.182059+00:00
SBILIFE.NS,ScreenerDataError,Screener returned no historical P/E observations for SBILIFE.NS,2026-08-23T18:08:33.736255+00:00
SCHNEIDER.NS,ScreenerDataError,Screener returned no historical P/E observations for SCHNEIDER.NS,2026-08-23T18:46:07.498159+00:00
SCILAL.NS,ScreenerDataError,Screener returned no historical P/E observations for SCILAL.NS,2026-08-24T09:22:32.949614+00:00
SCODATUBES.NS,ScreenerDataError,Screener returned no historical P/E observations for SCODATUBES.NS,2026-08-24T12:00:33.523572+00:00
SCPL.NS,ScreenerDataError,Screener returned no historical P/E observations for SCPL.NS,2026-08-24T12:05:52.524388+00:00
SEDEMAC.NS,ScreenerDataError,Screener returned no historical P/E observations for SEDEMAC.NS,2026-08-24T02:28:43.193172+00:00
SELMC.NS,ScreenerDataError,Screener returned no historical P/E observations for SELMC.NS,2026-08-24T12:18:24.947290+00:00
SGFIN.NS,ScreenerDataError,Screener returned no historical P/E observations for SGFIN.NS,2026-08-24T03:17:01.106962+00:00
SGL.NS,ScreenerDataError,Screener returned no historical P/E observations for SGL.NS,2026-08-24T12:23:17.908868+00:00
SHANTIGEAR.NS,ScreenerDataError,Screener returned no historical P/E observations for SHANTIGEAR.NS,2026-08-24T03:20:50.252067+00:00
SHILCTECH.NS,ScreenerDataError,Screener returned no historical P/E observations for SHILCTECH.NS,2026-08-24T02:58:46.892597+00:00
SHREERAMA.NS,ScreenerDataError,Screener returned no historical P/E observations for SHREERAMA.NS,2026-08-24T12:05:09.058984+00:00
SHREYANIND.NS,ScreenerDataError,Screener returned no historical P/E observations for SHREYANIND.NS,2026-08-24T12:13:58.384566+00:00
SHRINGARMS.NS,ScreenerDataError,Screener returned no historical P/E observations for SHRINGARMS.NS,2026-08-24T09:20:47.942659+00:00
SIGIND.NS,ScreenerDataError,Screener returned no historical P/E observations for SIGIND.NS,2026-08-24T12:16:02.610536+00:00
SINCLAIR.NS,ScreenerDataError,Screener returned no historical P/E observations for SINCLAIR.NS,2026-08-24T12:08:43.264626+00:00
SINTERCOM.NS,ScreenerDataError,Screener returned no historical P/E observations for SINTERCOM.NS,2026-08-24T12:12:59.900451+00:00
SKFINDUS.NS,ScreenerDataError,Screener returned no historical P/E observations for SKFINDUS.NS,2026-08-24T02:27:43.392482+00:00
SMLMAH.NS,ScreenerDataError,Screener returned no historical P/E observations for SMLMAH.NS,2026-08-24T02:57:06.621882+00:00
SMLT.NS,ScreenerDataError,Screener returned no historical P/E observations for SMLT.NS,2026-08-24T12:18:34.868540+00:00
SNOWMAN.NS,ScreenerDataError,Screener returned no historical P/E observations for SNOWMAN.NS,2026-08-24T12:04:28.709050+00:00
SOMICONVEY.NS,ScreenerDataError,Screener returned no historical P/E observations for SOMICONVEY.NS,2026-08-24T12:16:50.831605+00:00
SONAMLTD.NS,ScreenerDataError,Screener returned no historical P/E observations for SONAMLTD.NS,2026-08-24T12:12:38.545526+00:00
SPLIL.NS,ScreenerDataError,Screener returned no historical P/E observations for SPLIL.NS,2026-08-24T12:18:17.338676+00:00
SPORTKING.NS,ScreenerDataError,Screener returned no historical P/E observations for SPORTKING.NS,2026-08-24T03:53:28.629541+00:00
SRD.NS,ScreenerDataError,Screener returned no historical P/E observations for SRD.NS,2026-08-24T12:11:50.311293+00:00
SREEL.NS,ScreenerDataError,Screener returned no historical P/E observations for SREEL.NS,2026-08-24T12:06:23.608751+00:00
SRGHFL.NS,ScreenerDataError,Screener returned no historical P/E observations for SRGHFL.NS,2026-08-24T12:06:28.810762+00:00
SRTL.NS,ScreenerDataError,Screener returned no historical P/E observations for SRTL.NS,2026-08-24T12:14:34.678205+00:00
STALLION.NS,ScreenerDataError,Screener returned no historical P/E observations for STALLION.NS,2026-08-24T03:53:48.804123+00:00
STARHEALTH.NS,ScreenerDataError,Screener returned no historical P/E observations for STARHEALTH.NS,2026-08-23T18:45:21.802274+00:00
STARPAPER.NS,ScreenerDataError,Screener returned no historical P/E observations for STARPAPER.NS,2026-08-24T12:12:53.598191+00:00
STEELCAS.NS,ScreenerDataError,Screener returned no historical P/E observations for STEELCAS.NS,2026-08-24T03:50:17.108603+00:00
SUDARCOLOR.NS,ScreenerDataError,Screener returned no historical P/E observations for SUDARCOLOR.NS,2026-08-24T12:00:38.609513+00:00
SUNCLAY.NS,ScreenerDataError,Screener returned no historical P/E observations for SUNCLAY.NS,2026-08-24T03:50:31.698417+00:00
SUPREMEINF.NS,ScreenerDataError,Screener returned no historical P/E observations for SUPREMEINF.NS,2026-08-24T12:01:46.183587+00:00
SUPRIYA.NS,ScreenerDataError,Screener returned no historical P/E observations for SUPRIYA.NS,2026-08-24T02:55:15.423288+00:00
SURANASOL.NS,ScreenerDataError,Screener returned no historical P/E observations for SURANASOL.NS,2026-08-24T12:16:22.186904+00:00
SURYALAXMI.NS,ScreenerDataError,Screener returned no historical P/E observations for SURYALAXMI.NS,2026-08-24T12:17:41.046218+00:00
SURYODAY.NS,ScreenerDataError,Screener returned no historical P/E observations for SURYODAY.NS,2026-08-24T09:22:45.761421+00:00
SUVIDHAA.NS,ScreenerDataError,Screener returned no historical P/E observations for SUVIDHAA.NS,2026-08-24T12:20:27.617767+00:00
SWARAJENG.NS,ScreenerDataError,Screener returned no historical P/E observations for SWARAJENG.NS,2026-08-24T03:16:03.129241+00:00
SWIGGY.NS,ScreenerDataError,Screener returned no historical P/E observations for SWIGGY.NS,2026-08-23T18:12:52.559758+00:00
TAINWALCHM.NS,ScreenerDataError,Screener returned no historical P/E observations for TAINWALCHM.NS,2026-08-24T12:13:33.489262+00:00
TARAPUR.NS,ScreenerDataError,Screener returned no historical P/E observations for TARAPUR.NS,2026-08-24T12:23:08.002783+00:00
TASTYBITE.NS,ScreenerDataError,Screener returned no historical P/E observations for TASTYBITE.NS,2026-08-24T09:20:22.911819+00:00
TEAMGTY.NS,ScreenerDataError,Screener returned no historical P/E observations for TEAMGTY.NS,2026-08-24T12:13:35.898035+00:00
TECILCHEM.NS,ScreenerDataError,Screener returned no historical P/E observations for TECILCHEM.NS,2026-08-24T12:23:48.022686+00:00
THANGAMAYL.NS,ScreenerDataError,Screener returned no historical P/E observations for THANGAMAYL.NS,2026-08-23T18:49:22.308815+00:00
THOMASCOTT.NS,ScreenerDataError,Screener returned no historical P/E observations for THOMASCOTT.NS,2026-08-24T12:06:59.981746+00:00
TIJARIA.NS,ScreenerDataError,Screener returned no historical P/E observations for TIJARIA.NS,2026-08-24T12:24:15.655937+00:00
TIMEX.NS,ScreenerDataError,Screener returned no historical P/E observations for TIMEX.NS,2026-08-24T02:57:54.947001+00:00
TIPSFILMS.NS,ScreenerDataError,Screener returned no historical P/E observations for TIPSFILMS.NS,2026-08-24T12:15:40.788006+00:00
TIPSMUSIC.NS,ScreenerDataError,Screener returned no historical P/E observations for TIPSMUSIC.NS,2026-08-24T02:35:27.248648+00:00
TIRUPATIFL.NS,ScreenerDataError,Screener returned no historical P/E observations for TIRUPATIFL.NS,2026-08-24T12:01:22.202356+00:00
TMB.NS,ScreenerDataError,Screener returned no historical P/E observations for TMB.NS,2026-08-24T02:28:01.839442+00:00
TNPL.NS,ScreenerDataError,Screener returned no historical P/E observations for TNPL.NS,2026-08-24T11:59:02.651227+00:00
TNTELE.NS,ScreenerDataError,Screener returned no historical P/E observations for TNTELE.NS,2026-08-24T12:21:23.117297+00:00
TPHQ.NS,ScreenerDataError,Screener returned no historical P/E observations for TPHQ.NS,2026-08-24T12:21:00.006540+00:00
TRACXN.NS,ScreenerDataError,Screener returned no historical P/E observations for TRACXN.NS,2026-08-24T12:09:52.755460+00:00
TTKHLTCARE.NS,ScreenerDataError,Screener returned no historical P/E observations for TTKHLTCARE.NS,2026-08-24T11:54:20.965297+00:00
TTL.NS,ScreenerDataError,Screener returned no historical P/E observations for TTL.NS,2026-08-24T12:14:28.974681+00:00
TTML.NS,ScreenerDataError,Screener returned no historical P/E observations for TTML.NS,2026-08-24T02:36:25.959002+00:00
TURTLEMINT.NS,ScreenerDataError,Screener returned no historical P/E observations for TURTLEMINT.NS,2026-08-24T12:27:44.099736+00:00
UJJIVANSFB.NS,ScreenerDataError,Screener returned no historical P/E observations for UJJIVANSFB.NS,2026-08-24T02:28:02.103561+00:00
UNIENTER.NS,ScreenerDataError,Screener returned no historical P/E observations for UNIENTER.NS,2026-08-24T12:03:04.410152+00:00
UNITECH.NS,ScreenerDataError,Screener returned no historical P/E observations for UNITECH.NS,2026-08-24T11:56:50.679893+00:00
USK.NS,ScreenerDataError,Screener returned no historical P/E observations for USK.NS,2026-08-24T12:16:46.808010+00:00
UTKARSHBNK.NS,ScreenerDataError,Screener returned no historical P/E observations for UTKARSHBNK.NS,2026-08-24T03:52:48.010924+00:00
VAML.NS,ScreenerDataError,Screener returned no historical P/E observations for VAML.NS,2026-08-23T18:08:38.545521+00:00
VARDMNPOLY.NS,ScreenerDataError,Screener returned no historical P/E observations for VARDMNPOLY.NS,2026-08-24T12:10:21.465396+00:00
VCL.NS,ScreenerDataError,Screener returned no historical P/E observations for VCL.NS,2026-08-24T12:23:43.704463+00:00
VENKEYS.NS,ScreenerDataError,Screener returned no historical P/E observations for VENKEYS.NS,2026-08-24T09:22:06.228731+00:00
VENUSPIPES.NS,ScreenerDataError,Screener returned no historical P/E observations for VENUSPIPES.NS,2026-08-24T03:19:36.323444+00:00
VESUVIUS.NS,ScreenerDataError,Screener returned no historical P/E observations for VESUVIUS.NS,2026-08-24T02:34:34.980848+00:00
VINNY.NS,ScreenerDataError,Screener returned no historical P/E observations for VINNY.NS,2026-08-24T12:20:41.305758+00:00
VINYLINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for VINYLINDIA.NS,2026-08-24T12:07:07.685348+00:00
VISHWARAJ.NS,ScreenerDataError,Screener returned no historical P/E observations for VISHWARAJ.NS,2026-08-24T12:17:10.654120+00:00
VISL.NS,ScreenerDataError,Screener returned no historical P/E observations for VISL.NS,2026-08-24T02:27:23.632794+00:00
VIVIDHA.NS,ScreenerDataError,Screener returned no historical P/E observations for VIVIDHA.NS,2026-08-24T12:24:06.618943+00:00
VMART.NS,ScreenerDataError,Screener returned no historical P/E observations for VMART.NS,2026-08-24T02:56:58.446773+00:00
VOGL.NS,ScreenerDataError,Screener returned no historical P/E observations for VOGL.NS,2026-08-24T02:26:59.870863+00:00
VOLTAMP.NS,ScreenerDataError,Screener returned no historical P/E observations for VOLTAMP.NS,2026-08-24T02:34:11.125053+00:00
VRLLOG.NS,ScreenerDataError,Screener returned no historical P/E observations for VRLLOG.NS,2026-08-24T03:17:19.383700+00:00
VSTIND.NS,ScreenerDataError,Screener returned no historical P/E observations for VSTIND.NS,2026-08-24T03:17:48.837356+00:00
VSTL.NS,ScreenerDataError,Screener returned no historical P/E observations for VSTL.NS,2026-08-24T12:13:09.556837+00:00
WAAREEINDO.NS,ScreenerDataError,Screener returned no historical P/E observations for WAAREEINDO.NS,2026-08-24T11:52:56.854598+00:00
WAKEFIT.NS,ScreenerDataError,Screener returned no historical P/E observations for WAKEFIT.NS,2026-08-24T03:16:28.752960+00:00
WALCHANNAG.NS,ScreenerDataError,Screener returned no historical P/E observations for WALCHANNAG.NS,2026-08-24T11:52:26.655009+00:00
WELSPLSOL.NS,ScreenerDataError,Screener returned no historical P/E observations for WELSPLSOL.NS,2026-08-24T12:27:48.078985+00:00
WONDERLA.NS,ScreenerDataError,Screener returned no historical P/E observations for WONDERLA.NS,2026-08-24T03:50:53.799596+00:00
ZENITHEXPO.NS,ScreenerDataError,Screener returned no historical P/E observations for ZENITHEXPO.NS,2026-08-24T12:17:46.428424+00:00
ZODIACLOTH.NS,ScreenerDataError,Screener returned no historical P/E observations for ZODIACLOTH.NS,2026-08-24T12:12:59.576678+00:00
>>>>>>>> ab05f8a (Refresh screener fundamentals snapshot):data/market_data/screener/snapshots/coverage_20260823T180655Z.csv
