symbol,error_type,reason,failed_at
ANDHRAPAP.NS,ScreenerDataError,Screener returned no historical P/E observations for ANDHRAPAP.NS,2026-09-02T00:32:48.076134+00:00
ANMOL.NS,ScreenerDataError,Screener returned no historical P/E observations for ANMOL.NS,2026-09-02T00:59:43.104830+00:00
ANTELOPUS.NS,ScreenerDataError,Screener returned no historical P/E observations for ANTELOPUS.NS,2026-09-02T00:20:45.597550+00:00
ANTGRAPHIC.NS,ScreenerDataError,Screener returned no historical P/E observations for ANTGRAPHIC.NS,2026-09-02T01:03:35.106421+00:00
ANUHPHR.NS,ScreenerDataError,Screener returned no historical P/E observations for ANUHPHR.NS,2026-09-02T00:37:32.664668+00:00
APEX.NS,ScreenerDataError,Screener returned no historical P/E observations for APEX.NS,2026-09-02T00:33:08.521684+00:00
ARCHIES.NS,ScreenerDataError,Screener returned no historical P/E observations for ARCHIES.NS,2026-09-02T01:00:34.989595+00:00
ARDEE.NS,ScreenerDataError,Screener returned no historical P/E observations for ARDEE.NS,2026-09-02T01:04:16.215126+00:00
AROGRANITE.NS,ScreenerDataError,Screener returned no historical P/E observations for AROGRANITE.NS,2026-09-02T01:01:18.899121+00:00
ARTNIRMAN.NS,ScreenerDataError,Screener returned no historical P/E observations for ARTNIRMAN.NS,2026-09-02T00:57:16.500378+00:00
ARVEE.NS,ScreenerDataError,Screener returned no historical P/E observations for ARVEE.NS,2026-09-02T00:52:45.553554+00:00
ASAL.NS,ScreenerDataError,Screener returned no historical P/E observations for ASAL.NS,2026-09-02T00:38:46.654448+00:00
ASTRAZEN.NS,ScreenerDataError,Screener returned no historical P/E observations for ASTRAZEN.NS,2026-09-01T23:55:19.882679+00:00
ATAM.NS,ScreenerDataError,Screener returned no historical P/E observations for ATAM.NS,2026-09-02T00:59:15.999692+00:00
ATHERENERG.NS,ScreenerDataError,Screener returned no historical P/E observations for ATHERENERG.NS,2026-09-01T23:46:27.097328+00:00
AUTOAXLES.NS,ScreenerDataError,Screener returned no historical P/E observations for AUTOAXLES.NS,2026-09-02T00:21:31.922117+00:00
AVADHSUGAR.NS,ScreenerDataError,Screener returned no historical P/E observations for AVADHSUGAR.NS,2026-09-02T00:28:09.422953+00:00
AVL.NS,ScreenerDataError,Screener returned no historical P/E observations for AVL.NS,2026-09-02T00:05:58.562904+00:00
AXTEL.NS,ScreenerDataError,Screener returned no historical P/E observations for AXTEL.NS,2026-09-02T01:04:32.997526+00:00
AYE.NS,ScreenerDataError,Screener returned no historical P/E observations for AYE.NS,2026-09-02T00:13:22.646430+00:00
BAIDFIN.NS,ScreenerDataError,Screener returned no historical P/E observations for BAIDFIN.NS,2026-09-02T00:53:34.586581+00:00
BAJAJHCARE.NS,ScreenerDataError,Screener returned no historical P/E observations for BAJAJHCARE.NS,2026-09-02T00:34:31.519168+00:00
BAJAJHFL.NS,ScreenerDataError,Screener returned no historical P/E observations for BAJAJHFL.NS,2026-09-01T23:46:00.373439+00:00
BALKRISHNA.NS,ScreenerDataError,Screener returned no historical P/E observations for BALKRISHNA.NS,2026-09-02T00:59:46.821334+00:00
BANARBEADS.NS,ScreenerDataError,Screener returned no historical P/E observations for BANARBEADS.NS,2026-09-02T00:58:28.318648+00:00
BANARISUG.NS,ScreenerDataError,Screener returned no historical P/E observations for BANARISUG.NS,2026-09-02T00:12:03.610075+00:00
BANDHANBNK.NS,ScreenerDataError,Screener returned no historical P/E observations for BANDHANBNK.NS,2026-09-01T23:51:54.497300+00:00
BAYERCROP.NS,ScreenerDataError,Screener returned no historical P/E observations for BAYERCROP.NS,2026-09-01T23:55:05.923938+00:00
BBL.NS,ScreenerDataError,Screener returned no historical P/E observations for BBL.NS,2026-09-02T00:21:18.333443+00:00
BDL.NS,ScreenerDataError,Screener returned no historical P/E observations for BDL.NS,2026-09-01T23:48:05.355324+00:00
BELLACASA.NS,ScreenerDataError,Screener returned no historical P/E observations for BELLACASA.NS,2026-09-02T00:47:37.334006+00:00
BENARAS.NS,ScreenerDataError,Screener returned no historical P/E observations for BENARAS.NS,2026-09-02T01:04:40.071249+00:00
BHANDARI.NS,ScreenerDataError,Screener returned no historical P/E observations for BHANDARI.NS,2026-09-02T00:57:09.289137+00:00
BHARATCOAL.NS,ScreenerDataError,Screener returned no historical P/E observations for BHARATCOAL.NS,2026-09-02T01:04:46.517164+00:00
BHARATSE.NS,ScreenerDataError,Screener returned no historical P/E observations for BHARATSE.NS,2026-09-02T00:30:12.634948+00:00
BHARTIHEXA.NS,ScreenerDataError,Screener returned no historical P/E observations for BHARTIHEXA.NS,2026-09-01T23:45:19.189055+00:00
BIOFILCHEM.NS,ScreenerDataError,Screener returned no historical P/E observations for BIOFILCHEM.NS,2026-09-02T00:59:58.223996+00:00
BLAL.NS,ScreenerDataError,Screener returned no historical P/E observations for BLAL.NS,2026-09-02T00:39:46.610045+00:00
BLEL.NS,ScreenerDataError,Screener returned no historical P/E observations for BLEL.NS,2026-09-02T01:04:46.986290+00:00
BLUECHIP.NS,ScreenerDataError,Screener returned no historical P/E observations for BLUECHIP.NS,2026-09-02T01:03:33.967020+00:00
BLUEJET.NS,ScreenerDataError,Screener returned no historical P/E observations for BLUEJET.NS,2026-09-02T00:02:43.747141+00:00
BMWVENTLTD.NS,ScreenerDataError,Screener returned no historical P/E observations for BMWVENTLTD.NS,2026-09-02T00:43:48.319138+00:00
BOHRAIND.NS,ScreenerDataError,Screener returned no historical P/E observations for BOHRAIND.NS,2026-09-02T01:03:13.340788+00:00
BORANA.NS,ScreenerDataError,Screener returned no historical P/E observations for BORANA.NS,2026-09-02T00:37:21.744504+00:00
BOSCH-HCIL.NS,ScreenerDataError,Screener returned no historical P/E observations for BOSCH-HCIL.NS,2026-09-02T00:12:52.141310+00:00
BSHSL.NS,ScreenerDataError,Screener returned no historical P/E observations for BSHSL.NS,2026-09-02T00:35:58.497498+00:00
BSL.NS,ScreenerDataError,Screener returned no historical P/E observations for BSL.NS,2026-09-02T00:55:35.618326+00:00
BUTTERFLY.NS,ScreenerDataError,Screener returned no historical P/E observations for BUTTERFLY.NS,2026-09-02T00:33:43.308831+00:00
CANFINHOME.NS,ScreenerDataError,Screener returned no historical P/E observations for CANFINHOME.NS,2026-09-02T00:01:46.189404+00:00
CANHLIFE.NS,ScreenerDataError,Screener returned no historical P/E observations for CANHLIFE.NS,2026-09-01T23:58:17.998817+00:00
CANTABIL.NS,ScreenerDataError,Screener returned no historical P/E observations for CANTABIL.NS,2026-09-02T00:25:11.648040+00:00
CAPITALSFB.NS,ScreenerDataError,Screener returned no historical P/E observations for CAPITALSFB.NS,2026-09-02T00:32:07.074101+00:00
CASTROLIND.NS,ScreenerDataError,Screener returned no historical P/E observations for CASTROLIND.NS,2026-09-01T23:54:56.048958+00:00
CCCL.NS,ScreenerDataError,Screener returned no historical P/E observations for CCCL.NS,2026-09-02T00:40:27.055966+00:00
CELEBRITY.NS,ScreenerDataError,Screener returned no historical P/E observations for CELEBRITY.NS,2026-09-02T01:00:51.663413+00:00
CENTEXT.NS,ScreenerDataError,Screener returned no historical P/E observations for CENTEXT.NS,2026-09-02T00:52:59.385606+00:00
CHEVIOT.NS,ScreenerDataError,Screener returned no historical P/E observations for CHEVIOT.NS,2026-09-02T00:40:20.712315+00:00
CLSEL.NS,ScreenerDataError,Screener returned no historical P/E observations for CLSEL.NS,2026-09-02T00:29:56.443819+00:00
COCKERILL.NS,ScreenerDataError,Screener returned no historical P/E observations for COCKERILL.NS,2026-09-02T01:05:11.604813+00:00
COLPAL.NS,ScreenerDataError,Screener returned no historical P/E observations for COLPAL.NS,2026-09-01T23:47:55.039642+00:00
CORALFINAC.NS,ScreenerDataError,Screener returned no historical P/E observations for CORALFINAC.NS,2026-09-02T00:55:04.233009+00:00
CRAMC.NS,ScreenerDataError,Screener returned no historical P/E observations for CRAMC.NS,2026-09-02T00:11:25.726411+00:00
CREATIVEYE.NS,ScreenerDataError,Screener returned no historical P/E observations for CREATIVEYE.NS,2026-09-02T01:03:18.234059+00:00
CROWN.NS,ScreenerDataError,Screener returned no historical P/E observations for CROWN.NS,2026-09-02T00:56:22.746924+00:00
CSBBANK.NS,ScreenerDataError,Screener returned no historical P/E observations for CSBBANK.NS,2026-09-02T00:10:13.066854+00:00
CSLFINANCE.NS,ScreenerDataError,Screener returned no historical P/E observations for CSLFINANCE.NS,2026-09-02T00:43:03.066342+00:00
CUB.NS,ScreenerDataError,Screener returned no historical P/E observations for CUB.NS,2026-09-01T23:53:32.133670+00:00
CUBEXTUB.NS,ScreenerDataError,Screener returned no historical P/E observations for CUBEXTUB.NS,2026-09-02T00:56:35.379196+00:00
CURAA.NS,ScreenerDataError,Screener returned no historical P/E observations for CURAA.NS,2026-09-02T00:58:54.311114+00:00
DATAPATTNS.NS,ScreenerDataError,Screener returned no historical P/E observations for DATAPATTNS.NS,2026-09-01T23:52:10.523288+00:00
DAVANGERE.NS,ScreenerDataError,Screener returned no historical P/E observations for DAVANGERE.NS,2026-09-02T00:46:58.744274+00:00
DCBBANK.NS,ScreenerDataError,Screener returned no historical P/E observations for DCBBANK.NS,2026-09-02T00:07:35.112301+00:00
DCW.NS,ScreenerDataError,Screener returned no historical P/E observations for DCW.NS,2026-09-02T00:30:44.456669+00:00
DDEVPLSTIK.NS,ScreenerDataError,Screener returned no historical P/E observations for DDEVPLSTIK.NS,2026-09-02T00:20:09.492368+00:00
DECNGOLD.NS,ScreenerDataError,Screener returned no historical P/E observations for DECNGOLD.NS,2026-09-02T00:13:01.571959+00:00
DELTAMAGNT.NS,ScreenerDataError,Screener returned no historical P/E observations for DELTAMAGNT.NS,2026-09-02T00:59:23.127567+00:00
DENORA.NS,ScreenerDataError,Screener returned no historical P/E observations for DENORA.NS,2026-09-02T00:44:27.377989+00:00
DHANBANK.NS,ScreenerDataError,Screener returned no historical P/E observations for DHANBANK.NS,2026-09-02T00:32:10.030646+00:00
DICIND.NS,ScreenerDataError,Screener returned no historical P/E observations for DICIND.NS,2026-09-02T00:42:31.449849+00:00
DIGJAMLMTD.NS,ScreenerDataError,Screener returned no historical P/E observations for DIGJAMLMTD.NS,2026-09-02T00:56:59.394677+00:00
DIVGIITTS.NS,ScreenerDataError,Screener returned no historical P/E observations for DIVGIITTS.NS,2026-09-02T00:16:44.034512+00:00
DNAMEDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for DNAMEDIA.NS,2026-09-02T01:01:52.745460+00:00
DRAGARWQ.NS,ScreenerDataError,Screener returned no historical P/E observations for DRAGARWQ.NS,2026-09-02T01:05:27.981752+00:00
DREDGECORP.NS,ScreenerDataError,Screener returned no historical P/E observations for DREDGECORP.NS,2026-09-02T00:18:47.011577+00:00
DWARKESH.NS,ScreenerDataError,Screener returned no historical P/E observations for DWARKESH.NS,2026-09-02T00:36:00.267571+00:00
DYCL.NS,ScreenerDataError,Screener returned no historical P/E observations for DYCL.NS,2026-09-02T00:22:57.705751+00:00
EIHAHOTELS.NS,ScreenerDataError,Screener returned no historical P/E observations for EIHAHOTELS.NS,2026-09-02T00:26:31.388216+00:00
ELANTAS.NS,ScreenerDataError,Screener returned no historical P/E observations for ELANTAS.NS,2026-09-02T00:04:01.463709+00:00
ELLEN.NS,ScreenerDataError,Screener returned no historical P/E observations for ELLEN.NS,2026-09-02T00:13:20.961699+00:00
EMPIND.NS,ScreenerDataError,Screener returned no historical P/E observations for EMPIND.NS,2026-09-02T01:05:47.105681+00:00
ENKEIWHEL.NS,ScreenerDataError,Screener returned no historical P/E observations for ENKEIWHEL.NS,2026-09-02T01:05:50.058685+00:00
ENRIN.NS,ScreenerDataError,Screener returned no historical P/E observations for ENRIN.NS,2026-09-01T23:43:09.246245+00:00
EQUITASBNK.NS,ScreenerDataError,Screener returned no historical P/E observations for EQUITASBNK.NS,2026-09-02T00:04:43.727556+00:00
ESABINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for ESABINDIA.NS,2026-09-02T00:03:19.771535+00:00
FEDFINA.NS,ScreenerDataError,Screener returned no historical P/E observations for FEDFINA.NS,2026-09-02T00:09:32.176854+00:00
FINOPB.NS,ScreenerDataError,Screener returned no historical P/E observations for FINOPB.NS,2026-09-02T00:33:09.703620+00:00
FIRSTCRY.NS,ScreenerDataError,Screener returned no historical P/E observations for FIRSTCRY.NS,2026-09-02T00:04:05.471478+00:00
FIVESTAR.NS,ScreenerDataError,Screener returned no historical P/E observations for FIVESTAR.NS,2026-09-01T23:56:58.055968+00:00
FRONTSP.NS,ScreenerDataError,Screener returned no historical P/E observations for FRONTSP.NS,2026-09-02T01:05:58.570119+00:00
FUSION.NS,ScreenerDataError,Screener returned no historical P/E observations for FUSION.NS,2026-09-02T00:18:23.135948+00:00
GANDHITUBE.NS,ScreenerDataError,Screener returned no historical P/E observations for GANDHITUBE.NS,2026-09-02T00:34:19.955015+00:00
GANESHCP.NS,ScreenerDataError,Screener returned no historical P/E observations for GANESHCP.NS,2026-09-02T00:39:33.680061+00:00
GANGAFORGE.NS,ScreenerDataError,Screener returned no historical P/E observations for GANGAFORGE.NS,2026-09-02T01:02:16.202155+00:00
GEEKAYWIRE.NS,ScreenerDataError,Screener returned no historical P/E observations for GEEKAYWIRE.NS,2026-09-02T00:49:33.924365+00:00
GHCLTEXTIL.NS,ScreenerDataError,Screener returned no historical P/E observations for GHCLTEXTIL.NS,2026-09-02T00:32:24.506184+00:00
GILLETTE.NS,ScreenerDataError,Screener returned no historical P/E observations for GILLETTE.NS,2026-09-01T23:52:50.659991+00:00
GLFL.NS,ScreenerDataError,Screener returned no historical P/E observations for GLFL.NS,2026-09-02T01:03:01.564884+00:00
GLOBALE.NS,ScreenerDataError,Screener returned no historical P/E observations for GLOBALE.NS,2026-09-02T01:03:21.195157+00:00
GLOBALVECT.NS,ScreenerDataError,Screener returned no historical P/E observations for GLOBALVECT.NS,2026-09-02T00:52:03.453710+00:00
GOCOLORS.NS,ScreenerDataError,Screener returned no historical P/E observations for GOCOLORS.NS,2026-09-02T00:27:16.676653+00:00
GODIGIT.NS,ScreenerDataError,Screener returned no historical P/E observations for GODIGIT.NS,2026-09-01T23:52:36.084996+00:00
GOODYEAR.NS,ScreenerDataError,Screener returned no historical P/E observations for GOODYEAR.NS,2026-09-02T00:27:32.653665+00:00
GOPAL.NS,ScreenerDataError,Screener returned no historical P/E observations for GOPAL.NS,2026-09-02T00:17:32.617116+00:00
GPTHEALTH.NS,ScreenerDataError,Screener returned no historical P/E observations for GPTHEALTH.NS,2026-09-02T00:32:29.568538+00:00
GRADIENTE.NS,ScreenerDataError,Screener returned no historical P/E observations for GRADIENTE.NS,2026-09-02T00:57:39.847698+00:00
GROBTEA.NS,ScreenerDataError,Screener returned no historical P/E observations for GROBTEA.NS,2026-09-02T00:56:23.283276+00:00
GRSE.NS,ScreenerDataError,Screener returned no historical P/E observations for GRSE.NS,2026-09-01T23:51:00.269721+00:00
GTLINFRA.NS,ScreenerDataError,Screener returned no historical P/E observations for GTLINFRA.NS,2026-09-02T00:29:09.461453+00:00
GUJRAFFIA.NS,ScreenerDataError,Screener returned no historical P/E observations for GUJRAFFIA.NS,2026-09-02T01:06:09.307519+00:00
GVT&D.NS,ScreenerDataError,Screener returned no historical P/E observations for GVT&D.NS,2026-09-01T23:43:30.536959+00:00
HAVISHA.NS,ScreenerDataError,Screener returned no historical P/E observations for HAVISHA.NS,2026-09-02T01:02:40.546266+00:00
HAWKINCOOK.NS,ScreenerDataError,Screener returned no historical P/E observations for HAWKINCOOK.NS,2026-09-02T00:13:42.271793+00:00
HCL-INSYS.NS,ScreenerDataError,Screener returned no historical P/E observations for HCL-INSYS.NS,2026-09-02T00:46:55.841052+00:00
HECPROJECT.NS,ScreenerDataError,Screener returned no historical P/E observations for HECPROJECT.NS,2026-09-02T00:55:18.351891+00:00
HEIDELBERG.NS,ScreenerDataError,Screener returned no historical P/E observations for HEIDELBERG.NS,2026-09-02T00:16:28.158030+00:00
HEMIPROP.NS,ScreenerDataError,Screener returned no historical P/E observations for HEMIPROP.NS,2026-09-02T00:16:21.302104+00:00
HILTON.NS,ScreenerDataError,Screener returned no historical P/E observations for HILTON.NS,2026-09-02T00:57:13.578068+00:00
HISARMETAL.NS,ScreenerDataError,Screener returned no historical P/E observations for HISARMETAL.NS,2026-09-02T00:58:08.514408+00:00
HOMEFIRST.NS,ScreenerDataError,Screener returned no historical P/E observations for HOMEFIRST.NS,2026-09-02T00:00:19.214429+00:00
HONAUT.NS,ScreenerDataError,Screener returned no historical P/E observations for HONAUT.NS,2026-09-01T23:50:24.650468+00:00
HONDAPOWER.NS,ScreenerDataError,Screener returned no historical P/E observations for HONDAPOWER.NS,2026-09-02T00:24:52.824340+00:00
HORIZONIND.NS,ScreenerDataError,Screener returned no historical P/E observations for HORIZONIND.NS,2026-09-01T23:56:13.176631+00:00
ICICIGI.NS,ScreenerDataError,Screener returned no historical P/E observations for ICICIGI.NS,2026-09-01T23:45:17.296925+00:00
IGARASHI.NS,ScreenerDataError,Screener returned no historical P/E observations for IGARASHI.NS,2026-09-02T00:30:59.851096+00:00
INCREDIBLE.NS,ScreenerDataError,Screener returned no historical P/E observations for INCREDIBLE.NS,2026-09-02T00:53:59.498706+00:00
INDBANK.NS,ScreenerDataError,Screener returned no historical P/E observations for INDBANK.NS,2026-09-02T00:54:47.724332+00:00
INDIANHUME.NS,ScreenerDataError,Screener returned no historical P/E observations for INDIANHUME.NS,2026-09-02T00:25:14.788853+00:00
INDIQUBE.NS,ScreenerDataError,Screener returned no historical P/E observations for INDIQUBE.NS,2026-09-02T00:14:32.952723+00:00
INDOTECH.NS,ScreenerDataError,Screener returned no historical P/E observations for INDOTECH.NS,2026-09-02T00:15:02.022783+00:00
INDRAMEDCO.NS,ScreenerDataError,Screener returned no historical P/E observations for INDRAMEDCO.NS,2026-09-02T00:17:45.288511+00:00
INDTERRAIN.NS,ScreenerDataError,Screener returned no historical P/E observations for INDTERRAIN.NS,2026-09-02T00:53:57.277097+00:00
INFOMEDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for INFOMEDIA.NS,2026-09-02T01:02:22.607230+00:00
INGERRAND.NS,ScreenerDataError,Screener returned no historical P/E observations for INGERRAND.NS,2026-09-01T23:57:22.436384+00:00
INTERARCH.NS,ScreenerDataError,Screener returned no historical P/E observations for INTERARCH.NS,2026-09-02T00:20:19.304984+00:00
IRFC.NS,ScreenerDataError,Screener returned no historical P/E observations for IRFC.NS,2026-09-01T23:43:38.335477+00:00
IRISDOREME.NS,ScreenerDataError,Screener returned no historical P/E observations for IRISDOREME.NS,2026-09-02T00:35:36.878479+00:00
ISHANCH.NS,ScreenerDataError,Screener returned no historical P/E observations for ISHANCH.NS,2026-09-02T00:55:49.673711+00:00
JAGSNPHARM.NS,ScreenerDataError,Screener returned no historical P/E observations for JAGSNPHARM.NS,2026-09-02T00:28:50.313003+00:00
JAYNECOIND.NS,ScreenerDataError,Screener returned no historical P/E observations for JAYNECOIND.NS,2026-09-02T00:03:12.634742+00:00
JENBURPH.NS,ScreenerDataError,Screener returned no historical P/E observations for JENBURPH.NS,2026-09-02T01:06:46.219542+00:00
JISLDVREQS.NS,ScreenerDataError,Screener returned no historical P/E observations for JISLDVREQS.NS,2026-09-02T00:28:55.347680+00:00
JSFB.NS,ScreenerDataError,Screener returned no historical P/E observations for JSFB.NS,2026-09-02T00:10:11.139511+00:00
JYOTIRES.NS,ScreenerDataError,Screener returned no historical P/E observations for JYOTIRES.NS,2026-09-02T00:34:50.296034+00:00
KAKATCEM.NS,ScreenerDataError,Screener returned no historical P/E observations for KAKATCEM.NS,2026-09-02T00:57:51.812721+00:00
KALYANIFRG.NS,ScreenerDataError,Screener returned no historical P/E observations for KALYANIFRG.NS,2026-09-02T00:48:53.744566+00:00
KARMAENG.NS,ScreenerDataError,Screener returned no historical P/E observations for KARMAENG.NS,2026-09-02T01:00:40.238472+00:00
KARURVYSYA.NS,ScreenerDataError,Screener returned no historical P/E observations for KARURVYSYA.NS,2026-09-01T23:50:04.851626+00:00
KEEPLEARN.NS,ScreenerDataError,Screener returned no historical P/E observations for KEEPLEARN.NS,2026-09-02T01:01:58.263321+00:00
KHAICHEM.NS,ScreenerDataError,Screener returned no historical P/E observations for KHAICHEM.NS,2026-09-02T00:42:46.429593+00:00
KINGFA.NS,ScreenerDataError,Screener returned no historical P/E observations for KINGFA.NS,2026-09-02T00:05:16.111895+00:00
KIOCL.NS,ScreenerDataError,Screener returned no historical P/E observations for KIOCL.NS,2026-09-01T23:53:07.630370+00:00
KMCSHIL.NS,ScreenerDataError,Screener returned no historical P/E observations for KMCSHIL.NS,2026-09-02T00:23:48.026466+00:00
KREBSBIO.NS,ScreenerDataError,Screener returned no historical P/E observations for KREBSBIO.NS,2026-09-02T00:55:27.442754+00:00
KRISHANA.NS,ScreenerDataError,Screener returned no historical P/E observations for KRISHANA.NS,2026-09-02T00:09:31.688592+00:00
KRITIKA.NS,ScreenerDataError,Screener returned no historical P/E observations for KRITIKA.NS,2026-09-02T00:54:22.560264+00:00
KROSS.NS,ScreenerDataError,Screener returned no historical P/E observations for KROSS.NS,2026-09-02T00:30:33.508014+00:00
KSE.NS,ScreenerDataError,Screener returned no historical P/E observations for KSE.NS,2026-09-02T00:42:20.623987+00:00
KSHINTL.NS,ScreenerDataError,Screener returned no historical P/E observations for KSHINTL.NS,2026-09-02T00:08:13.492582+00:00
KSR.NS,ScreenerDataError,Screener returned no historical P/E observations for KSR.NS,2026-09-02T00:59:39.973663+00:00
KUANTUM.NS,ScreenerDataError,Screener returned no historical P/E observations for KUANTUM.NS,2026-09-02T00:40:45.774814+00:00
KWIL.NS,ScreenerDataError,Screener returned no historical P/E observations for KWIL.NS,2026-09-02T00:02:01.222129+00:00
LAGNAM.NS,ScreenerDataError,Screener returned no historical P/E observations for LAGNAM.NS,2026-09-02T00:54:54.547286+00:00
LAKSHMIMIL.NS,ScreenerDataError,Screener returned no historical P/E observations for LAKSHMIMIL.NS,2026-09-02T01:07:15.048483+00:00
LAL.NS,ScreenerDataError,Screener returned no historical P/E observations for LAL.NS,2026-09-02T00:53:36.806825+00:00
LAMBODHARA.NS,ScreenerDataError,Screener returned no historical P/E observations for LAMBODHARA.NS,2026-09-02T00:54:32.227735+00:00
LAOPALA.NS,ScreenerDataError,Screener returned no historical P/E observations for LAOPALA.NS,2026-09-02T00:25:50.899278+00:00
LASA.NS,ScreenerDataError,Screener returned no historical P/E observations for LASA.NS,2026-09-02T01:01:33.528877+00:00
LAXMIINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for LAXMIINDIA.NS,2026-09-02T00:40:25.014713+00:00
LEXUS.NS,ScreenerDataError,Screener returned no historical P/E observations for LEXUS.NS,2026-09-02T01:02:26.209398+00:00
LFIC.NS,ScreenerDataError,Screener returned no historical P/E observations for LFIC.NS,2026-09-02T01:01:04.698858+00:00
LGEINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for LGEINDIA.NS,2026-09-01T23:43:16.406892+00:00
LORDSCHLO.NS,ScreenerDataError,Screener returned no historical P/E observations for LORDSCHLO.NS,2026-09-02T00:45:41.414832+00:00
LOTUSEYE.NS,ScreenerDataError,Screener returned no historical P/E observations for LOTUSEYE.NS,2026-09-02T00:50:49.197678+00:00
LOVABLE.NS,ScreenerDataError,Screener returned no historical P/E observations for LOVABLE.NS,2026-09-02T00:56:37.145886+00:00
LPDC.NS,ScreenerDataError,Screener returned no historical P/E observations for LPDC.NS,2026-09-02T00:57:27.727734+00:00
MAANALU.NS,ScreenerDataError,Screener returned no historical P/E observations for MAANALU.NS,2026-09-02T00:39:27.239885+00:00
MACPOWER.NS,ScreenerDataError,Screener returned no historical P/E observations for MACPOWER.NS,2026-09-02T00:25:20.938932+00:00
MADRASFERT.NS,ScreenerDataError,Screener returned no historical P/E observations for MADRASFERT.NS,2026-09-02T00:34:27.250698+00:00
MAGADSUGAR.NS,ScreenerDataError,Screener returned no historical P/E observations for MAGADSUGAR.NS,2026-09-02T00:37:46.080341+00:00
MAHSCOOTER.NS,ScreenerDataError,Screener returned no historical P/E observations for MAHSCOOTER.NS,2026-09-01T23:57:08.320535+00:00
MALUPAPER.NS,ScreenerDataError,Screener returned no historical P/E observations for MALUPAPER.NS,2026-09-02T00:59:44.858470+00:00
MANAKALUCO.NS,ScreenerDataError,Screener returned no historical P/E observations for MANAKALUCO.NS,2026-09-02T00:49:32.800113+00:00
MANBA.NS,ScreenerDataError,Screener returned no historical P/E observations for MANBA.NS,2026-09-02T00:40:28.946164+00:00
MANGLMCEM.NS,ScreenerDataError,Screener returned no historical P/E observations for MANGLMCEM.NS,2026-09-02T00:19:57.056071+00:00
MANOMAY.NS,ScreenerDataError,Screener returned no historical P/E observations for MANOMAY.NS,2026-09-02T00:45:19.617456+00:00
MARALOVER.NS,ScreenerDataError,Screener returned no historical P/E observations for MARALOVER.NS,2026-09-02T00:50:36.954409+00:00
